"homograph"	"wordid"	"sentence"	"start"	"end"
"syndicate"	"syndicate_vrb"	"Workers at the factory voted to syndicate themselves in order to have greater representation during contract talks with management."	32	41
"syndicate"	"syndicate_vrb"	"The group of investors decided to syndicate their funds in order to purchase a larger stake in the startup."	34	43
"syndicate"	"syndicate_vrb"	"The comedians syndicate their stand-up comedy shows on social media platforms."	14	23
"syndicate"	"syndicate_vrb"	"The media companies syndicate their news articles to reach a wider audience."	20	29
"tear"	"tear_nou"	"A tear rolled down her cheek as she said goodbye to her loved one."	2	6
"tear"	"tear_nou"	"He couldn't help but feel a tear of sadness fall from his eye when he heard about the loss of life in the tragedy."	28	32
"tear"	"tear_nou"	"Despite my best efforts, a tear of disappointment escaped as I read the rejection letter."	27	31
"tear"	"tear_nou"	"Having to say goodbye to my study abroad friends was a tear-filled experience."	55	59
"tear"	"tear_nou"	"His speech at the funeral made me tear up."	34	38
"tear"	"tear_vrb"	"They were forced to tear down their old house due to structural issues."	20	24
"tear"	"tear_vrb"	"The teacher asked her students to tear out the page from their textbook that had been damaged."	34	38
"tear"	"tear_vrb"	"After much effort, they managed to tear out the root of the problem."	35	39
"tear"	"tear_vrb"	"After years of wear and tear, the old car finally gave out."	24	28
"tear"	"tear_vrb"	"It took several stitches to repair the tear in my favorite shirt."	39	43
"transform"	"transform_nou"	"The linear transform T : V → W maps vectors from vector space V to vector space W."	11	20
"transform"	"transform_nou"	"Particle positions before and after simulation time steps differ due to the implicit Euler method's discrete-time translation transform."	126	135
"transform"	"transform_nou"	"For analyzing nonstationary signals with time-frequency localization, the continuous wavelet transform has been found effective."	93	102
"transform"	"transform_nou"	"The company's new leadership brought about a transform in the way they approached customer service."	45	54
"transform"	"transform_nou"	"A near-death experience triggered a profound spiritual transform in David."	55	64
"transform"	"transform"	"The city is planning to transform the old factory into a modern office space."	24	33
"transform"	"transform"	"After being bullied for years, he finally found the courage to transform himself into a confident young man."	63	72
"transform"	"transform"	"Her life took a dramatic turn when she decided to transform her passion for photography into a career."	50	59
"transform"	"transform"	"The alchemist sought to transform base metals into gold."	24	33
"transform"	"transform"	"The latest smartphone model has a feature that can transform your voice into any celebrity's."	51	60
"transplant"	"transplant_nou"	"The doctor performed a successful kidney transplant on the patient."	41	51
"transplant"	"transplant_nou"	"The transplant surgery took several hours to complete."	4	14
"transplant"	"transplant_nou"	"A lung transplant saved my father's life after he suffered irreversible damage from smoking."	7	17
"transplant"	"transplant_nou"	"He underwent a bone marrow transplant to treat his leukemia."	27	37
"transplant"	"transplant_nou"	"After years of waiting, she finally received a lung transplant and was able to breathe easily again."	52	62
"transplant"	"transplant_vrb"	"They decided to transplant the young tree to a spot with more sunlight."	16	26
"transplant"	"transplant_vrb"	"She wanted to transplant her favorite rose bush to a new garden in the backyard."	14	24
"transplant"	"transplant_vrb"	"To ensure better growth, gardeners often choose to transplant seedlings into larger pots or directly into the ground."	51	61
"transplant"	"transplant_vrb"	"Surgeons must be extremely careful during brain surgery so that they do not accidentally transplant any harmful substances along with the implant device."	89	99
"transplant"	"transplant_vrb"	"The doctor will transplant the donated liver into the recipient tomorrow morning."	16	26
"transport"	"transport_nou"	"The city's public transport system is very efficient and affordable."	18	27
"transport"	"transport_nou"	"He worked in the transport industry for over 20 years."	17	26
"transport"	"transport_nou"	"Bicycles are an environmentally friendly mode of transport that also promotes physical activity."	49	58
"transport"	"transport_nou"	"When traveling abroad, it's important to research local transport options before arriving at your destination."	56	65
"transport"	"transport_nou"	"He preferred walking or cycling instead of relying on motorized transport."	64	73
"transport"	"transport_vrb"	"The company will transport the goods to our warehouse for storage."	17	26
"transport"	"transport_vrb"	"We need to find a way to safely transport these fragile items across town."	32	41
"transport"	"transport_vrb"	"They use trains to transport people across the city quickly and efficiently."	19	28
"transport"	"transport_vrb"	"Tourists often rely on taxis or rental cars to transport them around unfamiliar cities."	47	56
"transport"	"transport_vrb"	"After the flood, emergency workers had to transport stranded residents by boat."	42	51
"upset"	"upset_nou"	"The loss of their family pet caused great upset for everyone in the household."	42	47
"upset"	"upset_nou"	"Because of inclement weather, they decided to cancel the concert, much to the audience's collective upset."	100	105
"upset"	"upset_nou"	"When they realized they forgot their tickets at home, it caused major upset among the group."	70	75
"upset"	"upset_nou"	"The unexpected loss in the game resulted in a big upset for the home team."	50	55
"upset"	"upset_nou"	"She felt a knot in her stomach, signaling that she was on the verge of an upset."	74	79
"upset"	"upset_vrb"	"She upset her coffee cup and spilled the hot liquid all over her lap."	4	9
"upset"	"upset_vrb"	"Don's failure to show up at the party really upset his friend."	45	50
"upset"	"upset_vrb"	"The stormy weather upset their plans to have an outdoor picnic."	19	24
"upset"	"upset_vrb"	"The kids were upset because they couldn't go to the beach due to bad weather."	14	19
"upset"	"upset_vrb"	"The news of the unexpected change in plans left many people upset."	60	65
"uses"	"uses_nou"	"The company has developed new uses for their product to expand its market reach."	30	34
"uses"	"uses_nou"	"Scientists have discovered many practical applications and medicinal uses for plants found deep within the rainforest."	69	73
"uses"	"uses_nou"	"This tool can be put to various uses depending on what needs doing around the house or workshop."	32	36
"uses"	"uses_nou"	"Architects designed buildings with multiple functional uses."	55	59
"uses"	"uses_nou"	"Can you think of any alternative uses for this empty room?"	33	37
"uses"	"uses_vrb"	"She uses her computer for work every day."	4	8
"uses"	"uses_vrb"	"The artist uses vibrant colors in her paintings."	11	15
"uses"	"uses_vrb"	"The teacher uses visual aids to explain complex concepts."	12	16
"uses"	"uses_vrb"	"My car has a feature that uses GPS technology to navigate through unfamiliar areas."	26	30
"uses"	"uses_vrb"	"Scientists have created a materials that uses solar energy to generate electricity."	41	45
"use"	"use_nou"	"The company has found a new use for their old equipment."	28	31
"use"	"use_nou"	"Is there any particular use you have in mind for this tool?"	24	27
"use"	"use_nou"	"The use of technology has revolutionized the way we work and communicate."	4	7
"use"	"use_nou"	"They discovered a novel use for an existing drug that could treat a rare disease."	24	27
"use"	"use_nou"	"I can think of no better use for my time than reading a good book on a lazy Sunday afternoon."	25	28
"use"	"use_vrb"	"I use this product to clean my floors."	2	5
"use"	"use_vrb"	"You can use your smartphone to access the internet."	8	11
"use"	"use_vrb"	"Many universities have programs that use virtual reality to enhance student learning."	37	40
"use"	"use_vrb"	"Architects often use computer software programs like AutoCAD or SketchUp during their design process."	17	20
"use"	"use_vrb"	"My grandmother still prefers to use traditional methods when cooking holiday dinners for our family."	32	35
"wind"	"wind_nou"	"The south wind carried the scent of blooming flowers."	10	14
"wind"	"wind_nou"	"After running for miles, he felt the cooling wind on his sweaty skin and knew he was almost home."	45	49
"wind"	"wind_nou"	"On gusty days, management would temporarily shut down the Ferris wheel so its cars wouldn't be buffeted by the wind."	111	115
"wind"	"wind_nou"	"Wind turbines generate electricity from renewable energy sources."	0	4
"wind"	"wind_nou"	"She held onto her hat tightly as she walked down the street against the fierce wind."	79	83
"wind"	"wind_vrb"	"The hikers had to wind their climb up the mountain due to the steep terrain."	18	22
"wind"	"wind_vrb"	"Can you wind this up for me? I don't have enough strength in my hands."	8	12
